scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	gene_count_per_window	cM/Mb	Fst_aridus_longiflorus	Fst_aridus_longiflorus_island	Fst_aridus_parviflorus	Fst_aridus_calycinus	Fst_longiflorus_longiflorus_island	Fst_longiflorus_parviflorus	Fst_longiflorus_calycinus	Fst_longiflorus_island_parviflorus	Fst_longiflorus_island_calycinus	Fst_parviflorus_calycinus	average_dxy_ari_par	average_dxy_lon_isl_lon	average_dxy_par_isl_lon
LG8	3700001	3800000	3748759	5833	3319	99.6663	30.0075	0.5372	0.1654	0.0986	13	4.44375967	0.466	0.3474	0.5337	0.4929	0.1036	0.4481	0.0043	0.3278	0.0684	0.4255	0.010532812959267	0.008064242148288	0.010646372395689
LG8	3800001	3900000	3852207	6054	3378	78.166	69.3197	0.06	0.0261	0.0131	14	0	0.4187	0.3647	0.5007	0.5329	0.0516	0.428	0.0162	0.3335	0.0491	0.45	0.009073185757449	0.006401896628324	0.008849283179547
LG8	3900001	4000000	3949995	5459	3028	66.1982	108.7139	-0.2431	-0.1393	-0.0707	8		0.4074	0.2549	0.6331	0.4387	0.0844	0.6172	0.0383	0.4025	0.1046	0.6042	0.0082903457616	0.004660487022367	0.007318289988739
LG8	4000001	4100000	4050584	6419	3242	94.9665	29.1878	0.5298	0.1685	0.0988	13	1.09784787	0.4114	0.2966	0.449	0.5354	0.0847	0.4501	0.0636	0.3168	0.1562	0.5067	0.010537177548677	0.007580927867849	0.009585482685718
LG8	4100001	4200000	4147753	5509	2775	142.8893	47.3346	0.5023	0.3423	0.1157	11		0.4811	0.4682	0.4269	0.483	0.0933	0.2082	0.0224	0.2014	0.0844	0.1674	0.016687528066001	0.008997786345938	0.011137641694064
LG8	4200001	4300000	4249989	6778	3821	139.7673	43.1709	0.528	0.1664	0.0911	14		0.6246	0.5689	0.636	0.6333	0.2224	0.5865	0.0134	0.5062	0.1987	0.5543	0.01089649271074	0.00554632314954	0.00853098356227
LG8	4300001	4400000	4351307	7367	3984	182.2148	76.4049	0.4091	0.1705	0.091	17	1.362341999	0.6104	0.5031	0.5278	0.6188	0.0957	0.4802	0.0333	0.3841	0.102	0.4461	0.013187365635074	0.006249854136274	0.01137324628953
LG8	4400001	4500000	4448285	5813	2981	79.7165	37.3128	0.3623	0.077	0.0437	12		0.6067	0.6644	0.6095	0.6192	0.2319	0.57	0.0604	0.6156	0.2169	0.5362	0.011631783593788	0.004406433002746	0.009664569351213
LG8	4500001	4600000	4553400	6441	3629	99.679	51.3275	0.3202	0.0806	0.0474	14		0.6644	0.6054	0.6798	0.6427	0.0911	0.6736	0.1196	0.6237	0.1416	0.6272	0.010887358436364	0.003285608681961	0.009223686889939
LG8	4600001	4700000	4649054	6467	3041	269.9723	73.6781	0.5712	0.2828	0.1794	11	6.018267564	0.5722	0.5407	0.6348	0.5324	0.103	0.493	0.0783	0.4463	0.1324	0.4407	0.016448492752967	0.006165448238481	0.01052035337472
LG8	4700001	4800000	4752723	5756	2979	118.9398	38.1299	0.5145	0.1925	0.1142	12		0.4992	0.4914	0.4416	0.4626	0.049	0.3808	0.0145	0.3799	0.0577	0.3101	0.009069263198815	0.004425455494824	0.008021512874955
LG8	4800001	4900000	4846901	4971	2880	64.6501	27.2881	0.4064	0.0965	0.0584	14	2.028168485	0.5169	0.4506	0.3658	0.4667	0.0374	0.436	0.0341	0.3962	0.0251	0.3534	0.011984343315416	0.004367219392372	0.011028144454652
LG8	4900001	5000000	4951534	7086	3963	113.9225	85.7559	0.1411	0.0544	0.0277	14	0	0.6494	0.5022	0.4972	0.6204	0.106	0.5411	0.0913	0.4201	0.1039	0.4734	0.011533628887766	0.0050644763652	0.010632704322384
LG8	5000001	5100000	5046991	7234	4150	159.5326	57.7409	0.4685	0.1285	0.0763	15	0.00325362	0.6666	0.6492	0.5803	0.6105	0.1421	0.5623	0.0807	0.561	0.1531	0.4769	0.012640567299757	0.004585855947198	0.011872340960962
LG8	5100001	5200000	5151468	6809	3818	69.3805	79.4561	-0.0677	-0.0185	-0.0111	16	5.924701555	0.4662	0.5459	0.5211	0.4943	0.1767	0.5038	0.0103	0.5648	0.1704	0.4835	0.009855531903872	0.00460472758553	0.009408313778622
LG8	5200001	5300000	5249266	6707	3834	71.7874	78.9567	-0.0476	-0.0104	-0.0063	14		0.6207	0.6759	0.6183	0.5529	0.1038	0.6146	0.0918	0.6604	0.1773	0.5281	0.010836583185416	0.003109594256769	0.010401547773437
LG8	5300001	5400000	5350468	7439	4190	105.7852	47.1523	0.3834	0.0965	0.0572	14	1.577198536	0.5602	0.58	0.519	0.5805	0.1263	0.4922	0.0688	0.5202	0.1379	0.4602	0.011658986838925	0.004648240455561	0.010691087179819
LG8	5400001	5500000	5452673	7382	4179	62.223	86.9548	-0.1658	-0.0372	-0.0229	10		0.5682	0.5619	0.4859	0.562	0.0749	0.5398	0.0449	0.5479	0.0855	0.4865	0.012777793136965	0.005007103361576	0.014122430682985
LG8	5500001	5600000	5553956	5883	3291	41.5902	49.8975	-0.0908	-0.0173	-0.0112	15	0.004816121	0.5347	0.5214	0.3677	0.4937	0.0402	0.4569	0.0145	0.4715	0.0619	0.3849	0.010649633667691	0.004529447280838	0.012445761997655
LG8	5600001	5700000	5646677	7366	3701	95.6504	60.8926	0.222	0.0746	0.04	15	3.21603914	0.4876	0.4557	0.4468	0.4659	0.0494	0.4221	0.0425	0.4104	0.046	0.362	0.012438326879056	0.005311281137912	0.010474769880099
LG8	5700001	5800000	5747905	6228	3517	75.1035	42.752	0.2745	0.0613	0.0347	15	2.855359105	0.6619	0.6461	0.5461	0.656	0.0916	0.5579	0.025	0.5612	0.0731	0.5135	0.008922921066105	0.003058820494346	0.008643004664941
LG8	5800001	5900000	5854049	6374	3620	196.2122	92.6263	0.3586	0.2142	0.0956	11	4.351125164	0.6022	0.5572	0.5523	0.5876	0.0789	0.4057	0.0218	0.3973	0.0772	0.3503	0.016429927018562	0.005701127027466	0.010283732956427
LG8	5900001	6000000	5950983	7762	4410	137.3115	58.8089	0.4003	0.1488	0.0805	15	1.314013967	0.3942	0.4155	0.3966	0.4092	0.0963	0.3514	0.0145	0.3362	0.0686	0.3336	0.014083130185016	0.00972300495027	0.01286612011877
LG8	6000001	6100000	6052335	8265	4470	127.5833	61.0495	0.3527	0.1044	0.0548	8	0.001645928	0.4704	0.4628	0.5134	0.5531	0.0555	0.419	0.0217	0.4055	0.0662	0.4385	0.016948253944285	0.00940234727844	0.015131556798247
LG8	6100001	6200000	6151515	5925	3116	76.0033	69.5371	0.0444	0.0123	0.0076	8		0.3937	0.4848	0.3857	0.4864	0.1429	0.3472	0.0387	0.4318	0.228	0.3626	0.015218664322258	0.00914187789604	0.015588046244001
LG8	6200001	6300000	6245810	7598	4312	162.6615	79.6432	0.3426	0.1289	0.0701	14	5.341869899	0.5501	0.5833	0.3775	0.5554	0.1615	0.3767	0.0256	0.4322	0.1655	0.3389	0.015818561113214	0.007179171528387	0.014897739346173
LG8	6300001	6400000	6353173	6884	3993	131.6335	82.6361	0.2287	0.0851	0.0484	13	0.459720613	0.453	0.489	0.4403	0.3977	0.0978	0.4138	0.1366	0.4547	0.1088	0.362	0.015822631751066	0.008405851091182	0.015816671984594
LG8	6400001	6500000	6445189	4319	1750	73.6198	29.8672	0.4228	0.0819	0.0675	8	2.509230965	0.45	0.6128	0.3758	0.422	0.2206	0.5081	0.0345	0.6313	0.2237	0.4435	0.010768828429692	0.005852275424321	0.013828706633113
LG8	6500001	6600000	6558966	6737	3722	117.0697	62.1556	0.3064	0.0815	0.0496	11	0	0.5057	0.5568	0.4749	0.5524	0.2372	0.4644	0.0602	0.5256	0.2395	0.4667	0.015712813085901	0.0092816546656	0.015841951326249
LG8	6600001	6700000	6642800	7012	3580	76.2793	71.2949	0.0338	0.0082	0.0049	8		0.4883	0.5723	0.4271	0.5563	0.1406	0.4518	0.0456	0.5318	0.165	0.4548	0.016520106803212	0.008542013416358	0.017882901255999
LG8	6700001	6800000	6745715	6595	3243	97.6755	107.7562	-0.0491	-0.0231	-0.0127	7	1.673301159	0.3163	0.4367	0.3737	0.3161	0.0928	0.281	0.0109	0.3841	0.1145	0.2646	0.016226575461135	0.00931658885166	0.014160950243683
LG8	6800001	6900000	6854866	6610	3713	122.5745	59.7985	0.3442	0.1043	0.0607	14	0.816844824	0.5631	0.6847	0.3623	0.5635	0.2153	0.3684	0.0229	0.4547	0.1885	0.3228	0.012546755206775	0.004112159633791	0.010837724675288
LG8	6900001	7000000	6948585	8328	4477	105.6995	110.6969	-0.0231	-0.007	-0.0042	9		0.4007	0.4754	0.4237	0.4274	0.1272	0.3645	0.0634	0.4497	0.1058	0.3479	0.017146952262667	0.011162842025383	0.018819290756338
LG8	7000001	7100000	7054315	6690	3302	89.4316	206.1816	-0.3949	-0.1912	-0.1083	11	6.752819909	0.4122	0.5013	0.3872	0.4461	0.1565	0.4171	0.0678	0.4914	0.1891	0.3955	0.017310864726952	0.008947279810236	0.01939472004389
LG8	7100001	7200000	7154566	7888	4159	132.514	85.2249	0.2172	0.0688	0.0379	8	0	0.5161	0.5532	0.5055	0.5272	0.1547	0.44	0.0375	0.4734	0.1814	0.4138	0.015991080957594	0.007506389656265	0.013644024185897
LG8	7200001	7300000	7246655	7444	4056	165.1715	69.0127	0.4106	0.1446	0.0856	12	2.122375254	0.421	0.4287	0.4948	0.4502	0.1072	0.4393	0.0627	0.4063	0.1708	0.4364	0.017413760675515	0.009948252810682	0.014782610932016
LG8	7300001	7400000	7350633	10863	5192	149.6911	54.8187	0.4639	0.1603	0.0917	8		0.4149	0.3592	0.3721	0.3933	0.134	0.4069	0.035	0.3127	0.1363	0.352	0.016441264088526	0.013089795342307	0.015944994914434
LG8	7400001	7500000	7447615	6968	3711	130.6029	44.4414	0.4922	0.2292	0.1134	5		0.3996	0.3189	0.3833	0.4607	0.0838	0.3323	0.0298	0.2117	0.0981	0.3314	0.018248490938979	0.013950284695864	0.016130134316448
LG8	7500001	7600000	7553401	7781	3899	132.6784	57.1654	0.3978	0.1657	0.0912	14		0.3487	0.3198	0.3869	0.3877	0.1145	0.3583	0.0636	0.2616	0.0894	0.3521	0.015566955130074	0.013415164794599	0.015238445298475
LG8	7600001	7700000	7651889	8876	4138	197.3083	56.6989	0.5536	0.2225	0.1224	7		0.4718	0.4998	0.4863	0.5187	0.162	0.4004	0.0598	0.3498	0.1893	0.3812	0.016128840742045	0.009675013579138	0.012439438913632
LG8	7700001	7800000	7760714	7794	4043	117.4274	78.6592	0.1977	0.073	0.0398	9		0.4788	0.4609	0.3204	0.4868	0.1426	0.3806	0.0101	0.3699	0.1449	0.3455	0.016315220729095	0.00870702681024	0.015486454880819
LG8	7800001	7900000	7849419	8699	4297	225.4046	62.8994	0.5637	0.3197	0.1545	9	0.230632888	0.5219	0.4512	0.4419	0.5087	0.3318	0.4355	0.0281	0.237	0.3004	0.3854	0.018026819025878	0.015004831665142	0.01257047794245
LG8	7900001	8000000	7950227	6684	3377	167.2051	49.8665	0.5406	0.3431	0.1262	8		0.5322	0.4903	0.4224	0.5126	0.1375	0.3387	0.0278	0.2334	0.1466	0.2884	0.024764276717142	0.015370598254153	0.019849651594047
LG8	8000001	8100000	8054998	8628	3934	115.5111	115.6335	-0.0005	-0.0002	-0.0001	7	1.991795498	0.4668	0.4413	0.4196	0.4382	0.1235	0.4034	0.0409	0.4069	0.1184	0.3522	0.023335281348834	0.011097405446759	0.021316307826668
LG8	8100001	8200000	8139879	8528	4075	130.152	82.8317	0.2222	0.0778	0.046	5	0	0.4777	0.4549	0.419	0.4234	0.1653	0.4293	0.0532	0.4222	0.1654	0.3483	0.019109471605965	0.009840232015333	0.017724872788321
LG8	8200001	8300000	8249059	7003	3605	159.4072	66.7093	0.41	0.2636	0.1211	8		0.341	0.3184	0.3354	0.4257	0.1229	0.2874	0.0481	0.1736	0.1431	0.2917	0.018530718394558	0.012057421160734	0.013657907758233
LG8	8300001	8400000	8353460	5628	2616	82.2503	41.2503	0.332	0.1073	0.0619	4		0.3479	0.3476	0.3757	0.3041	0.1019	0.3791	0.0463	0.3756	0.1289	0.3114	0.024679610803331	0.019727289084931	0.026512939917121
LG8	8400001	8500000	8455342	6060	3075	104.0674	48.8825	0.3608	0.1828	0.0833	5		0.4971	0.3574	0.2448	0.5244	0.1205	0.3206	0.0396	0.2086	0.1199	0.2963	0.02235094463113	0.011677275006416	0.019464790814049
LG8	8500001	8600000	8553007	6422	3176	134.8613	50.4004	0.4559	0.2429	0.1229	7		0.3224	0.3064	0.2835	0.3409	0.1035	0.2336	0.0811	0.172	0.1642	0.2127	0.022903435987183	0.018588561413507	0.021356012218169
LG8	8600001	8700000	8657755	7789	3776	230.4971	73.82	0.5148	0.4876	0.1624	3		0.4457	0.4189	0.3456	0.4146	0.1266	0.1728	0.0179	0.0779	0.1236	0.141	0.026155545223993	0.016075077911982	0.016533227884327
LG8	8700001	8800000	8758435	8188	3973	238.583	35.1872	0.7429	0.4355	0.2445	8	5.971276324	0.468	0.4233	0.3087	0.4577	0.2494	0.3697	0.0738	0.2085	0.2299	0.3237	0.017969309549456	0.013656295328382	0.015034849725097
LG8	8800001	8900000	8846920	10177	4838	228.4954	99.6621	0.3926	0.1781	0.1009	6		0.4676	0.3825	0.3318	0.5198	0.1721	0.3743	0.0608	0.2705	0.1786	0.3627	0.02493758912982	0.016151421312984	0.02233124274295
LG8	8900001	9000000	8947806	9382	4603	255.112	132.487	0.3164	0.1827	0.1021	9		0.3338	0.2625	0.3957	0.3297	0.1511	0.4477	0.094	0.2586	0.1593	0.421	0.023998500582175	0.016835176197337	0.019836889487517
LG8	9000001	9100000	9054146	9793	4617	258.207	53.0039	0.6594	0.3289	0.1731	3		0.3938	0.4347	0.4794	0.382	0.301	0.4204	0.0547	0.286	0.2723	0.3803	0.02131051263894	0.018405817422441	0.014945186204086
LG8	9100001	9200000	9149729	9618	3661	273.8223	47.429	0.7047	0.5329	0.2507	2		0.3959	0.3489	0.3928	0.4132	0.2385	0.3563	0.0465	0.1007	0.2229	0.3295	0.022179855914504	0.019650763711029	0.016203013441007
LG8	9200001	9300000	9250657	11512	5430	382.8551	84.4176	0.6387	0.4422	0.2023	4		0.5234	0.3903	0.448	0.5264	0.2938	0.3975	0.0128	0.1404	0.2781	0.3641	0.027869249074898	0.022400865614328	0.018118657641196
LG8	9300001	9400000	9350447	7389	3290	174.7721	42.1576	0.6113	0.3187	0.1519	8		0.3681	0.3813	0.4579	0.4301	0.1678	0.3961	0.0427	0.268	0.2236	0.4152	0.022727558831457	0.016154239462844	0.016535107112183
LG8	9400001	9500000	9448235	8239	3692	190.0501	52.1699	0.5692	0.2424	0.1321	3		0.4779	0.3686	0.4312	0.5357	0.1904	0.4196	0.0473	0.2646	0.2177	0.4054	0.026433551798845	0.019533970804002	0.02182087487993
LG8	9500001	9600000	9557016	8375	4092	76.9453	58.5911	0.1354	0.0328	0.0203	4		0.3126	0.3258	0.3386	0.3862	0.0755	0.3484	0.1102	0.3813	0.2387	0.3757	0.024064329452064	0.017015528548702	0.023928136820778
LG8	9600001	9700000	9636490	3584	1410	18.4326	38.9144	-0.3572	-0.12	-0.0738	3		0.2521	0.2607	0.2135	0.2531	0.1342	0.3058	0.1089	0.3	0.2153	0.2377	0.035085026501767	0.018392316781359	0.036754053066993
LG8	9700001	9800000	9755786	8151	3654	116.6976	58.8382	0.3296	0.1168	0.0747	8		0.3059	0.2782	0.2976	0.3478	0.0962	0.351	0.0246	0.3136	0.0882	0.3581	0.02446998374757	0.019005032414928	0.026046300570818
LG8	9800001	9900000	9853989	8779	4188	220.8919	52.9883	0.6131	0.4111	0.1798	4		0.3564	0.3964	0.3106	0.3661	0.2033	0.2	0.0106	0.1158	0.1843	0.1826	0.024424470027615	0.020191118814878	0.018688902177304
LG8	9900001	10000000	9950835	6340	3146	217.6283	52.1517	0.6134	0.4945	0.1781	2		0.4841	0.4071	0.3703	0.5213	0.2025	0.2425	0.0094	0.0907	0.2032	0.2229	0.034565239031649	0.025897141427694	0.025036420177402
LG8	10000001	10100000	10040857	6898	3243	138.5846	58.8034	0.4042	0.1918	0.1143	4		0.3878	0.3008	0.3012	0.3734	0.1141	0.359	0.0338	0.2502	0.1082	0.3143	0.025672861873239	0.016733649706685	0.025140625562888
LG8	10100001	10200000	10146229	7933	4271	282.7686	56.7295	0.6658	0.2562	0.1488	7		0.403	0.6445	0.4715	0.4675	0.2622	0.2397	0.0097	0.4212	0.2432	0.2253	0.029381094081505	0.017460134021828	0.021082490187055
LG8	10200001	10300000	10251218	9644	5034	262.3187	132.54	0.3287	0.1914	0.1179	6	11.51572388	0.1917	0.2658	0.2751	0.2217	0.113	0.2287	0.0365	0.256	0.1249	0.2213	0.021699598580931	0.016991682237647	0.019389106457301
LG8	10300001	10400000	10356402	4557	2195	142.5247	61.8424	0.3948	0.3638	0.1867	6	12.78237422	0.2008	0.2383	0.2366	0.1984	0.0995	0.0912	0.0159	0.1385	0.0696	0.1045	0.02503218151764	0.019744038123997	0.019814614839376
LG8	10400001	10500000	10451709	7781	3842	167.0117	105.7253	0.2247	0.2081	0.1069	6	8.233815999	0.1719	0.1767	0.1981	0.1613	0.1027	0.1853	0.0516	0.1046	0.0616	0.1259	0.018666560053157	0.015732738858313	0.016858004142754
LG8	10500001	10600000	10554957	7562	3875	204.9326	74.4899	0.4668	0.3274	0.1426	5	2.921438014	0.4387	0.3187	0.3147	0.4628	0.1316	0.2643	0.0514	0.1316	0.0978	0.2042	0.02419690454014	0.018125193537409	0.020020764499533
LG8	10600001	10700000	10649524	9862	5089	245.154	69.4092	0.5587	0.3339	0.1447	10	7.486263295	0.4884	0.432	0.3259	0.5221	0.0994	0.2285	0.0353	0.172	0.1068	0.2096	0.021874926985792	0.013215981663195	0.017541657410755
LG8	10700001	10800000	10749480	10258	4615	314.3815	52.2174	0.7151	0.3788	0.1895	11		0.4251	0.4553	0.4783	0.4739	0.1021	0.2714	0.0383	0.2672	0.1607	0.2786	0.022814097076846	0.013133641222743	0.014379188329745
LG8	10800001	10900000	10845790	8961	4759	161.5329	60.3324	0.4561	0.2175	0.1063	10	2.9379361	0.4083	0.3254	0.3777	0.4411	0.11	0.3491	0.064	0.2194	0.0888	0.3313	0.015671168859201	0.01368360806253	0.014484191265137
LG8	10900001	11000000	10954921	5853	3089	149.7087	67.9092	0.3759	0.1886	0.1003	5		0.4707	0.3352	0.4527	0.5034	0.1744	0.4902	0.0393	0.2749	0.1789	0.4726	0.022739067319521	0.015637251925542	0.01938692625257
LG8	11000001	11100000	11050644	9310	4897	177.7106	83.609	0.3601	0.2025	0.0936	7	4.267154007	0.3979	0.3183	0.4102	0.458	0.111	0.3462	0.0313	0.1947	0.1175	0.3386	0.017497429726702	0.014586566112608	0.015195665886488
LG8	11100001	11200000	11156381	6430	3422	222.391	70.3701	0.5193	0.36	0.1746	10	7.724649324	0.4821	0.3818	0.5439	0.551	0.216	0.4873	0.0538	0.2111	0.2403	0.4857	0.016172243809119	0.013184712967982	0.011072841719905
LG8	11200001	11300000	11253996	7206	3540	255.2035	25.9248	0.8156	0.6619	0.3155	11	3.501230983	0.3801	0.394	0.4174	0.3715	0.2525	0.32	0.0151	0.0786	0.2179	0.288	0.017198257618892	0.014586305286763	0.009399082431669
LG8	11300001	11400000	11351996	8072	4232	186.3916	79.4281	0.4024	0.2049	0.1035	13	5.556367	0.487	0.4261	0.3629	0.4695	0.1086	0.321	0.0579	0.2683	0.1138	0.2575	0.017426100177171	0.010703902090325	0.014945611704597
LG8	11400001	11500000	11446036	7061	3721	177.4701	33.7539	0.6804	0.2788	0.1489	8	6.013713726	0.5895	0.6057	0.4524	0.553	0.1114	0.3488	0.0601	0.3701	0.1106	0.253	0.013316682763584	0.005997930601164	0.010583638137081
LG8	11500001	11600000	11547320	7481	4086	205.9124	73.5765	0.4735	0.2169	0.1189	12	0	0.4245	0.509	0.3772	0.4289	0.1518	0.302	0.1236	0.354	0.2023	0.2394	0.017306586227836	0.009819897356853	0.01402537157622
LG8	11600001	11700000	11654576	6638	3226	88.7301	25.4176	0.5547	0.2071	0.0565	11	0	0.6292	0.6011	0.5921	0.5557	0.0736	0.3888	0.0512	0.3848	0.0774	0.3379	0.024713736825504	0.007408407540777	0.011342575608682
LG8	11700001	11800000	11745609	6102	3559	171.8167	47.0615	0.57	0.2584	0.1299	12	4.082718398	0.5845	0.4684	0.5293	0.5929	0.085	0.4261	0.0647	0.3165	0.1022	0.3849	0.012621055559583	0.006663077309623	0.009862168531413
LG8	11800001	11900000	11848466	7948	4431	355.5589	40.611	0.795	0.5763	0.2929	10	5.154285474	0.6051	0.4252	0.5326	0.5736	0.3284	0.532	0.1072	0.1353	0.2868	0.4758	0.015360818912832	0.012219981969605	0.008505277520392
LG8	11900001	12000000	11948376	7532	4053	314.9033	33.3695	0.8084	0.6559	0.2968	9	1.59703914	0.5733	0.5139	0.5218	0.5762	0.4625	0.5122	0.0394	0.1022	0.4284	0.4689	0.015154644062224	0.01432080717238	0.007046975776794
LG8	12000001	12100000	12048999	7537	4033	301.8226	41.7236	0.7571	0.5223	0.2667	8	3.846599246	0.5538	0.4176	0.5275	0.5727	0.3358	0.5437	0.0691	0.178	0.334	0.5212	0.014451010397173	0.011976145667298	0.008006352043794
LG8	12100001	12200000	12145822	7104	4041	267.9108	50.278	0.684	0.5168	0.2443	14	1.290114131	0.5287	0.3733	0.4518	0.5365	0.1821	0.3996	0.0739	0.1299	0.1464	0.363	0.014004900627576	0.00954260062431	0.008743027883975
LG8	12200001	12300000	12251308	6698	3855	137.5879	47.4889	0.4868	0.2036	0.105	17	3.776868936	0.4746	0.3189	0.4943	0.4667	0.1479	0.5206	0.061	0.277	0.1219	0.4751	0.012528908075433	0.009213503968735	0.010225584994613
LG8	12300001	12400000	12351932	6493	3654	87.6761	53.1344	0.2453	0.0796	0.0428	13	0	0.5555	0.4606	0.4028	0.5406	0.1286	0.4213	0.0279	0.3626	0.0974	0.3623	0.010719753776227	0.006226290560978	0.010601252559471
LG8	12400001	12500000	12452680	7762	4351	238.279	135.1956	0.276	0.1562	0.0816	13		0.4826	0.3909	0.4442	0.3982	0.0981	0.4461	0.1034	0.344	0.0889	0.3562	0.018968203782892	0.008856924613667	0.015150452783113
LG8	12500001	12600000	12550435	7280	4099	301.2217	66.5264	0.6382	0.3655	0.1944	9	1.031574926	0.5245	0.4246	0.5142	0.4854	0.0967	0.4561	0.1004	0.3245	0.1051	0.4083	0.015571265442478	0.008042537412645	0.011334497439998
LG8	12600001	12700000	12651084	7343	4076	174.0355	31.1943	0.696	0.3121	0.1728	13		0.5572	0.3526	0.4264	0.5175	0.1826	0.5099	0.0523	0.249	0.1468	0.4402	0.011921681404659	0.007980797827806	0.009432048380497
LG8	12700001	12800000	12750541	8179	3886	133.6296	88.7493	0.2018	0.075	0.0402	12	0	0.4948	0.398	0.5077	0.4506	0.1262	0.519	0.1231	0.3865	0.1469	0.4563	0.015235120654253	0.009420067056964	0.013331170464233
LG8	12800001	12900000	12843630	5422	2848	57.6419	43.5195	0.1396	0.0553	0.0233	12		0.5305	0.4279	0.2773	0.3939	0.2744	0.3727	0.0936	0.2635	0.1241	0.238	0.011765536295044	0.008760996951287	0.012156357550173
LG8	12900001	13000000	12952957	6678	3862	128.0622	43.4554	0.4933	0.1515	0.0885	12	1.790407984	0.4678	0.5433	0.4584	0.4475	0.3519	0.4532	0.0993	0.5243	0.2961	0.3876	0.014845743711265	0.012531640995	0.015620488879306
LG8	13000001	13100000	13045319	5762	2630	87.3034	64.1055	0.1532	0.0498	0.0323	13	0.681115	0.4647	0.5275	0.3974	0.46	0.1383	0.4541	0.0497	0.5176	0.1551	0.4134	0.011871580154756	0.004817506761032	0.010447218968159
LG8	13100001	13200000	13150016	7210	4002	67.861	49.6813	0.1547	0.0238	0.0159	18	0	0.6972	0.7244	0.5081	0.6891	0.2609	0.6605	0.0831	0.6913	0.2044	0.6184	0.010342237820444	0.004712501802601	0.014640116018243
LG8	13200001	13300000	13247475	6794	3890	59.5863	59.1722	0.0035	0.0006	0.0004	15	6.512283661	0.6225	0.7078	0.5533	0.5884	0.4053	0.5777	0.1302	0.6536	0.3226	0.5163	0.010938639441609	0.005790776644788	0.011102318768777
LG8	13300001	13400000	13350685	6928	3710	85.666	25.1634	0.5459	0.1319	0.0728	15	0.506439928	0.595	0.4999	0.4822	0.5641	0.2515	0.5461	0.0667	0.4278	0.1764	0.4823	0.009898865940699	0.006434097704581	0.009231505191643
LG8	13400001	13500000	13451022	7131	4114	105.446	100.1621	0.0257	0.0092	0.005	17	0.449578795	0.5845	0.4532	0.5808	0.5983	0.1423	0.6156	0.1243	0.4746	0.1711	0.5906	0.01168905973155	0.006014977256216	0.010918517409766
LG8	13500001	13600000	13544763	5624	3279	73.6413	52.4069	0.1685	0.0551	0.0298	12	2.763142257	0.5578	0.5394	0.4281	0.6668	0.0785	0.3992	0.1192	0.4065	0.1958	0.4183	0.009741117061004	0.003516510688841	0.008303665537196
LG8	13600001	13700000	13649961	5626	3125	32.1787	52.0407	-0.2358	-0.0339	-0.0224	13		0.6526	0.6851	0.4898	0.5582	0.1702	0.6338	0.1219	0.668	0.177	0.5274	0.009616404188694	0.00356629645773	0.011492516609261
LG8	13700001	13800000	13749910	6851	3501	62.3451	54.8841	0.0636	0.0127	0.0087	17		0.3697	0.442	0.325	0.394	0.1511	0.4111	0.0546	0.4792	0.1783	0.382	0.012718277439768	0.008726648725995	0.015236000174718
LG8	13800001	13900000	13848571	6676	3791	72.1738	50.0801	0.1807	0.0411	0.0255	14		0.4846	0.58	0.4864	0.5512	0.0956	0.4613	0.0316	0.5455	0.2	0.4769	0.008680406126229	0.004166235297558	0.009138879375375
LG8	13900001	14000000	13950575	6415	3509	60.6038	51.2861	0.0833	0.0148	0.0089	15		0.532	0.6232	0.6074	0.6287	0.099	0.5367	0.1123	0.6171	0.3158	0.5682	0.011381710720496	0.004989815980781	0.011726096607901
LG8	14000001	14100000	14049833	6825	4021	101.7917	39.7396	0.4384	0.1021	0.0622	18		0.6176	0.6942	0.4867	0.6333	0.2357	0.5039	0.0315	0.5803	0.2588	0.47	0.009582027590835	0.003577371217315	0.009281354094486
LG8	14100001	14200000	14150068	7050	3996	86.1921	31.5046	0.4646	0.0887	0.0565	13		0.544	0.5846	0.5079	0.4735	0.2251	0.548	0.0361	0.5956	0.2326	0.4763	0.010434223644431	0.004364747975453	0.009505509237389
LG8	14200001	14300000	14251328	6195	3365	34.4144	34.279	0.002	0.0002	0.0001	18		0.5588	0.6529	0.5549	0.56	0.3191	0.5647	0.0741	0.6435	0.2966	0.5236	0.008942591257837	0.005276252637523	0.010000571592887
LG8	14300001	14400000	14349434	6823	3889	42.4821	39.4404	0.0371	0.0056	0.0034	17		0.5098	0.5688	0.5218	0.5358	0.2089	0.5353	0.065	0.5975	0.1943	0.5172	0.009927856841916	0.005761369585861	0.01081874696893
LG8	14400001	14500000	14448607	6859	3820	43.6904	44.8285	-0.0129	-0.0016	-0.001	14	2.329615861	0.5822	0.6784	0.5752	0.6526	0.1407	0.5892	0.0727	0.6675	0.2678	0.6008	0.011160625391916	0.003853475911785	0.011733425989594
LG8	14500001	14600000	14550165	5868	3229	26.9193	35.5547	-0.1382	-0.0143	-0.0089	17	5.663276404	0.6542	0.8459	0.544	0.6673	0.36	0.5671	0.0728	0.7011	0.4186	0.5286	0.009202361461664	0.003558874110421	0.010015893495343
LG8	14600001	14700000	14649055	6434	3342	48.5872	39.1367	0.1077	0.0138	0.0089	16	1.59766881	0.531	0.7811	0.5871	0.566	0.3209	0.5437	0.0252	0.7302	0.4007	0.5288	0.011083822176924	0.007091837515435	0.012983057756538
